,L,R,F,M,C,0
2429,0.343137255,0.098630137,0.014218009,0.011522377,0.26886616,2
3828,0.196078431,0.320547945,0.014218009,0.010559164,0.412502967,0
1209,0.31372549,0.156164384,0.033175355,0.025558759,0.362755561,0
2271,0.088235294,0.009589041,0.104265403,0.086618569,0.393061577,1
3006,0.37254902,0.035616438,0.061611374,0.019476212,0.309073109,0
2738,0.764705882,0.398630137,0.004739336,0.006513322,0.227613642,2
1360,0.107843137,0.463013699,0.033175355,0.028083102,0.279377367,0
3157,0.411764706,0.024657534,0.08056872,0.05404162,0.367689524,1
964,0.392156863,0.28630137,0.018957346,0.023589254,0.207163176,0
3734,0.754901961,0.008219178,0.066350711,0.016453892,0.454507623,0
21,0.058823529,0.763013699,0,0.004912561,0.450857372,2
3943,0.019607843,0.336986301,0.009478673,0.012664793,0.265875788,2
1651,0.078431373,0.834246575,0,0.003873531,0.633426627,2
1225,0.529411765,0.078082192,0,0.004107873,0.505125946,2
2259,0.607843137,0.217808219,0.018957346,0.013622837,0.518068104,0
3049,0.607843137,0.104109589,0.071090047,0.081180462,0.487659803,1
42,0.715686275,0.001369863,0.170616114,0.106542787,0.831004607,1
2306,0.960784314,0.024657534,0.061611374,0.039796743,0.434755544,1
4467,0.049019608,0.139726027,0.061611374,0.01980877,0.485863541,0
211,0.117647059,0.22739726,0.009478673,0.005624202,0.60024124,2
1289,0.323529412,0.442465753,0.004739336,0.003820115,0.557956472,2
996,0.009803922,0.047945205,0.033175355,0.030436858,0.204626855,0
582,0.176470588,0.265753425,0.056872038,0.029589092,0.577617189,1
1422,0.5,0.031506849,0.009478673,0.012781964,0.449300014,0
4095,0.823529412,0.039726027,0.085308057,0.033643549,0.347658238,1
3215,0.225490196,0.161643836,0.023696682,0.012385651,0.430840017,0
2123,0.833333333,0.02739726,0.047393365,0.028067594,0.459323091,1
4553,0.411764706,0.267123288,0.052132701,0.046673639,0.425065814,1
2684,0.049019608,0.090410959,0.061611374,0.036045552,0.332911542,1
1866,0.970588235,0.030136986,0.123222749,0.044300929,0.627256251,1
1061,0.068627451,0.534246575,0,0.004088919,0.536962061,2
3312,0.421568627,0.005479452,0.104265403,0.037575666,0.504501573,1
2339,0.833333333,0.063013699,0.004739336,0.007457582,0.502197106,2
751,0.647058824,0.005479452,0.018957346,0.013686592,0.461208154,0
1162,0,0.487671233,0.004739336,0.005855098,0.19988499,2
4183,0.058823529,0.006849315,0.156398104,0.05842002,0.431682705,1
2678,0.117647059,0.446575342,0.028436019,0.019021313,0.48898894,0
701,0.833333333,0.097260274,0.033175355,0.035373542,0.417020807,1
1448,0.196078431,0.215068493,0.037914692,0.015893885,0.452290769,0
3294,0.235294118,0.024657534,0.132701422,0.110857432,0.333568089,1
1483,0.960784314,0.14109589,0.004739336,0.005052132,0.339199286,2
4737,0.921568627,0.07260274,0.004739336,0.003501341,0.359718508,2
567,0.12745098,0.046575342,0.066350711,0.017258581,0.480382243,0
3056,0.470588235,0.726027397,0,0.003308354,0.362101449,2
1765,0.852941176,0.14109589,0.056872038,0.039665787,0.572498145,1
2301,0.029411765,0.082191781,0.023696682,0.010259344,0.511846265,0
2528,0.931372549,0.015068493,0.042654028,0.034958275,0.379297364,1
1676,0.401960784,0.039726027,0.037914692,0.035432128,0.310089682,1
4704,0.460784314,0.009589041,0.27014218,0.133629936,0.374379969,1
3296,0.166666667,0.01369863,0.218009479,0.100182821,0.444465505,1
2727,0.245098039,0.438356164,0.08056872,0.041469874,0.453444876,1
4324,0.196078431,0.030136986,0.066350711,0.03247701,0.461663652,1
4077,0.049019608,0.065753425,0.052132701,0.038314876,0.54039866,1
3675,0.803921569,0.939726027,0,0.00380633,0.565830326,2
3612,0.892156863,0.306849315,0.037914692,0.029263426,0.333576748,0
3339,0.549019608,0.15890411,0.028436019,0.022152188,0.498103283,0
4460,0.421568627,0.384931507,0.090047393,0.038552664,0.416461354,1
1166,0.029411765,0.108219178,0,0.006144579,0.560111952,2
4930,0.058823529,0.268493151,0.023696682,0.020217145,0.315939128,0
3834,0.019607843,0.005479452,0.056872038,0.026263507,0.451039818,1
4756,0.352941176,0.093150685,0.033175355,0.017713479,0.382633705,0
4532,0.205882353,0.169863014,0,0.008165776,0.252190319,2
4391,0.107843137,0.947945205,0,0.005381245,0.193538579,2
3765,0.009803922,0.01369863,0.004739336,0.013374711,0.357274685,0
3649,0.421568627,0.02739726,0.014218009,0.00425089,0.527853495,2
4808,0.588235294,0.563013699,0.004739336,0.002465758,0.420594004,2
1489,0.843137255,0.005479452,0.028436019,0.027497247,0.486564661,1
3030,0.039215686,0.006849315,0.127962085,0.117817038,0.523840476,1
1557,0.215686275,0.001369863,0.345971564,0.103239602,0.675203331,1
2655,0.284313725,0.216438356,0.023696682,0.008991142,0.618936938,0
488,0.019607843,0.046575342,0.014218009,0.009375393,0.311653581,2
1080,0.911764706,0.189041096,0.014218009,0.010595349,0.318775388,2
1332,0.019607843,0.063013699,0.052132701,0.034711872,0.428170913,1
307,0.303921569,0.353424658,0.085308057,0.025794823,0.543157516,1
3887,0.235294118,0.452054795,0.028436019,0.013833056,0.436260274,0
1135,0.049019608,0.512328767,0.004739336,0.007893526,0.161251383,2
1238,0.529411765,0.387671233,0,0.008568982,0.260409908,2
817,0.539215686,0.010958904,0.004739336,0.004978039,0.371080745,2
3842,0.529411765,0.221917808,0.014218009,0.009485672,0.618856068,0
2907,0.401960784,0.14109589,0,0.001643838,0.220274589,2
341,0.774509804,0.075342466,0.009478673,0.006179041,0.210257811,2
4083,0.009803922,0.010958904,0.056872038,0.062383152,0.404320474,1
1524,0.166666667,0.271232877,0.004739336,0.003794269,0.230195916,2
4385,0.088235294,0.134246575,0.071090047,0.022276251,0.574114856,1
1792,0.264705882,0.08630137,0.009478673,0.003356601,0.367660931,2
1660,0.235294118,0.806849315,0,0.009428809,0.193538579,2
4087,0.303921569,0.001369863,0.478672986,0.061873114,0.511154459,1
4,0.098039216,0.173972603,0.085308057,0.079386714,0.420080924,1
3539,0.294117647,0.016438356,0.075829384,0.032445994,0.350004193,1
145,0.558823529,0.169863014,0.023696682,0.017794465,0.513850701,0
2115,0.539215686,0.476712329,0,0.001673131,0.633426627,2
1844,0.107843137,0.195890411,0.009478673,0.013159323,0.367675814,0
863,0.676470588,0.001369863,0.071090047,0.047828117,0.446632305,1
1675,0.264705882,0.068493151,0,0.003194629,0.294595368,2
67,0.823529412,0.18630137,0,0.006596031,0.193538579,2
1922,0.117647059,0.002739726,0.109004739,0.046341081,0.401907479,1
4493,0,0.001369863,0.033175355,0.021443993,0.465353894,0
3590,0.088235294,0,0.099526066,0.044450839,0.486183357,1
1764,0.078431373,0.450684932,0.009478673,0.010683227,0.440104938,0
2284,0.058823529,0.102739726,0.018957346,0.016660665,0.264456666,0
2065,0.882352941,0.131506849,0.146919431,0.083759944,0.416704209,1
41,0.009803922,0.373972603,0,0.006292765,0.920258437,0
4173,0.039215686,0.057534247,0.042654028,0.036090353,0.35890199,1
2370,0.911764706,0.016438356,0.014218009,0.008167499,0.36533863,2
111,0.343137255,0.05890411,0.009478673,0.022005724,0.713297717,1
1743,0.088235294,0.642465753,0,0.002431296,0.493968022,2
3836,0.088235294,0.083561644,0.023696682,0.023141248,0.366952917,0
4109,0.911764706,0.491780822,0.009478673,0.008917048,0.445094017,0
702,0.235294118,0.506849315,0.009478673,0.004748867,0.342984113,2
1192,0.382352941,0.204109589,0.109004739,0.028625879,0.498100802,1
4265,0.098039216,0.926027397,0,0.004731636,0.486797277,2
4776,0.019607843,0.017808219,0.037914692,0.025663868,0.335117277,0
2030,0.362745098,0.110958904,0.028436019,0.012570023,0.364793355,0
150,0.068627451,0.697260274,0.009478673,0.007242194,0.475481701,2
2479,0.137254902,0.810958904,0.004739336,0.001943658,0.514437302,2
656,0.421568627,0.005479452,0.099526066,0.03403297,0.484236603,1
3381,0.539215686,0.087671233,0.033175355,0.012656178,0.511257365,0
3022,0.078431373,0.280821918,0.004739336,0.005129672,0.463934934,2
4412,0.352941176,0.002739726,0.009478673,0.003659867,0.388496185,2
4522,0.725490196,0.31369863,0.023696682,0.023153309,0.323343525,0
2944,0.029411765,0.406849315,0,0.005028009,0.29084451,2
3878,0.31372549,0.094520548,0.023696682,0.013312679,0.442482388,0
3578,0.078431373,0.739726027,0.009478673,0.011410375,0.633426627,0
499,0.411764706,0.152054795,0.009478673,0.015294245,0.36985942,0
4176,0.823529412,0.023287671,0.09478673,0.041294118,0.332587589,1
1181,0.156862745,0.353424658,0,0.001602484,0.494128745,2
514,0.607843137,0.173972603,0.004739336,0.003663313,0.258492911,2
3408,0.18627451,0.006849315,0.033175355,0.013815825,0.6201249,0
1264,0.519607843,0.11369863,0.17535545,0.079509054,0.421772453,1
4857,0.166666667,0.046575342,0.028436019,0.017296489,0.309778904,0
174,0.166666667,0.504109589,0.042654028,0.011848043,0.494605432,0
4425,0.12745098,0.124657534,0.090047393,0.049678728,0.358114067,1
3642,0.078431373,0.494520548,0.004739336,0.005855098,0.314840687,2
2132,0.098039216,0.67260274,0,0.003792546,0.345276269,2
4800,0.333333333,0.078082192,0.052132701,0.027464508,0.525186886,1
121,0.568627451,0.038356164,0.052132701,0.025799993,0.362785991,0
983,0.107843137,0.157534247,0.047393365,0.025829285,0.511163737,1
695,0.205882353,0.012328767,0.047393365,0.03442756,0.378773069,1
700,0.352941176,0.167123288,0.004739336,0.016412538,0.274581938,0
14,0.235294118,0.321917808,0.018957346,0.013826163,0.425128034,0
4859,0.196078431,0.504109589,0.037914692,0.028357075,0.401747897,1
1808,0.068627451,0.032876712,0.004739336,0.005014224,0.269371628,2
3671,0.058823529,0,0.033175355,0.02317054,0.441617076,0
4038,0.274509804,0.078082192,0.132701422,0.072034241,0.403668662,1
3098,0.009803922,0.102739726,0.014218009,0.009149667,0.395228824,2
1068,0.676470588,0.236986301,0.009478673,0.012923258,0.305343458,0
1324,0.235294118,0.521917808,0,0.003675375,0.502978685,2
3344,0.245098039,0.102739726,0.061611374,0.009187575,0.554735543,0
742,0.019607843,0.345205479,0.009478673,0.011208773,0.282358886,2
2890,0.068627451,0.542465753,0.028436019,0.009876816,0.296179123,2
3626,0.166666667,0.035616438,0.009478673,0.009096251,0.112784678,2
4640,0.088235294,0.15890411,0.028436019,0.020494564,0.382854504,0
4149,0.009803922,0.323287671,0.004739336,0.003690883,0.580324603,2
3205,0.529411765,0.112328767,0.009478673,0.006268642,0.606908163,2
1240,0.039215686,0.089041096,0.018957346,0.033128342,0.476824925,1
332,0.235294118,0.160273973,0.018957346,0.012023799,0.441371322,0
3744,0.725490196,0.212328767,0.018957346,0.005610417,0.385378644,2
2291,0.068627451,0.004109589,0,0.004411139,0.149549774,2
2550,0.049019608,0.102739726,0.123222749,0.059031721,0.33246001,1
3762,0.245098039,0.019178082,0.052132701,0.053217977,0.399935352,1
1201,0.215686275,0.321917808,0,0.001602484,0.42081407,2
1706,0.274509804,0.667123288,0.004739336,0.009749306,0.390707118,2
2428,0.735294118,0.224657534,0.014218009,0.007412781,0.2989453,2
4432,0.31372549,0.730136986,0.009478673,0.013505666,0.505125946,0
979,0.058823529,0.135616438,0.018957346,0.02168695,0.231690621,0
2982,0.029411765,0.402739726,0,0.001285433,0.532365573,2
4315,0.382352941,0.002739726,0.033175355,0.017897851,0.283145403,0
698,0.009803922,0.18630137,0.047393365,0.028486307,0.41029797,1
2434,0.519607843,0.250684932,0.037914692,0.025713838,0.490196669,1
4762,0.549019608,0.282191781,0.018957346,0.013581483,0.250968407,2
4965,0.088235294,0.1,0.009478673,0.007385211,0.217900664,2
1211,0.029411765,0.035616438,0.009478673,0.009937124,0.240087124,2
3118,0.274509804,0.031506849,0.075829384,0.022298651,0.604985447,1
4394,0.901960784,0.534246575,0,0.008705107,0.340167928,2
2713,0.421568627,0.508219178,0.033175355,0.016986331,0.444261001,0
2386,0.31372549,0.305479452,0.037914692,0.01671925,0.44860245,0
2539,0.029411765,0.168493151,0,0.003013704,0.401430876,2
3894,0.107843137,0.64109589,0,0.041519844,0.486797277,1
1699,0.215686275,0.201369863,0.018957346,0.008648244,0.36951149,2
2708,0.294117647,0.931506849,0.004739336,0.004511079,0.33108339,2
4749,0.196078431,0.550684932,0.028436019,0.029888912,0.337121772,0
1824,0.039215686,0.428767123,0.014218009,0.013009413,0.374316011,0
1432,0.666666667,0.14109589,0.023696682,0.017308551,0.614416772,0
2757,0.058823529,0.050684932,0.033175355,0.021805844,0.359031694,0
2770,0.078431373,0.305479452,0,0.021947139,0.547902164,1
1906,0.990196078,0.024657534,0.137440758,0.059782993,0.352890469,1
4736,0.088235294,0.009589041,0.113744076,0.105250461,0.352299747,1
3880,0.088235294,0.809589041,0.018957346,0.007536844,0.670424099,0
2576,0.029411765,0.135616438,0.009478673,0.009582165,0.241887437,2
2441,0.117647059,0.604109589,0.014218009,0.023678855,0.332836461,0
789,0.166666667,0.37260274,0.061611374,0.051968729,0.22970864,1
1041,0.598039216,0.891780822,0,0.025501896,0.468468609,1
3714,0.009803922,0.098630137,0.075829384,0.059838132,0.381309797,1
1580,0.078431373,0.149315068,0.004739336,0.007457582,0.552477609,0
4047,0.049019608,0.030136986,0.056872038,0.01335748,0.363209683,0
1993,0.392156863,0.119178082,0.028436019,0.03262175,0.253925939,0
4470,0.098039216,0.075342466,0.042654028,0.041862741,0.415742121,1
4571,0.617647059,0.154794521,0.037914692,0.020823677,0.462035251,0
4431,0.568627451,0.024657534,0.052132701,0.061929977,0.374569429,1
777,0.18627451,0.098630137,0.061611374,0.044666227,0.294874853,1
4977,0.333333333,0.015068493,0.127962085,0.044585241,0.466501715,1
3630,0.107843137,0.01369863,0.123222749,0.034298327,0.572180503,1
4414,0.352941176,0.468493151,0,0.001630054,0.358496597,2
1965,0.352941176,0.204109589,0.004739336,0.007774632,0.493604425,2
1252,0.794117647,0.1,0.08056872,0.035368373,0.412887846,1
465,0.137254902,0.208219178,0.033175355,0.022417545,0.580234852,1
2272,0.411764706,0.036986301,0.056872038,0.080427467,0.377520636,1
892,0.303921569,0.924657534,0,0.006447844,0.285181922,2
2407,0.019607843,0.576712329,0,0.003249769,0.266853254,2
1288,0.421568627,0.002739726,0.213270142,0.13672118,0.398520391,1
3473,0,0.128767123,0,0.001602484,0.780055976,2
3005,0.176470588,0.92739726,0,0.006702863,0.413482603,2
2692,0.176470588,0.232876712,0.037914692,0.037947856,0.214759921,0
1691,0.81372549,0.750684932,0.014218009,0.005351952,0.402941244,2
833,0.431372549,0.004109589,0.052132701,0.041323411,0.448514974,1
2700,0.529411765,0.098630137,0.023696682,0.011515485,0.319984818,2
1343,0.352941176,0.035616438,0.009478673,0.005796512,0.604100757,2
4591,0.323529412,0.302739726,0.009478673,0.010502301,0.493685204,0
896,0.009803922,0.002739726,0.018957346,0.012578638,0.458861595,0
803,0.264705882,0.847945205,0,0.001874734,0.560111952,2
912,0.803921569,0.346575342,0.004739336,0.002358925,0.577218709,2
2373,0.117647059,0.089041096,0.042654028,0.042582997,0.306889421,1
576,0.254901961,0.526027397,0.037914692,0.030116361,0.373495581,1
2448,0.294117647,0.104109589,0.014218009,0.014262108,0.319145401,0
3565,0.549019608,0.230136986,0.018957346,0.011434499,0.399312689,0
4123,0.843137255,0.087671233,0.075829384,0.046191171,0.323763247,1
1362,0.058823529,0.505479452,0.004739336,0.006894127,0.278121462,2
709,0.107843137,0.942465753,0,0.00751789,0.193538579,2
1679,0.607843137,0.136986301,0.033175355,0.049806237,0.598982029,1
441,0.107843137,0.331506849,0.028436019,0.022083264,0.50679143,0
2282,0.18627451,0.356164384,0.004739336,0.008765415,0.428895485,2
1370,0.303921569,0.028767123,0.042654028,0.022383083,0.444741504,0
398,0.088235294,0.665753425,0.004739336,0.009456379,0.413482603,0
3920,0.725490196,0.095890411,0.061611374,0.039210889,0.401298683,1
1730,0.539215686,0.5,0.023696682,0.007574752,0.27517887,2
2159,0.058823529,0.430136986,0.042654028,0.021173466,0.383898371,0
2152,0.019607843,0.057534247,0.037914692,0.018066715,0.365810838,0
2337,0.235294118,0.002739726,0.009478673,0.004318091,0.400939518,2
3115,0.18627451,0,0.127962085,0.088453672,0.414021168,1
1222,0.421568627,0.1,0.028436019,0.020289515,0.381752557,0
247,0.460784314,0.571232877,0.009478673,0.010638426,0.408910242,0
4106,0.774509804,0.101369863,0.033175355,0.032454609,0.56153602,1
128,0.598039216,0.039726027,0.052132701,0.039359075,0.42660375,1
3254,0.558823529,0.301369863,0.018957346,0.01461362,0.200489761,2
4445,0.058823529,0.043835616,0.071090047,0.031567212,0.370113254,1
1036,0.509803922,0.015068493,0.450236967,0.198413369,0.327179242,1
3723,0.049019608,0.146575342,0.014218009,0.017012177,0.400868556,0
4403,0.147058824,0.031506849,0.085308057,0.041802433,0.455091092,1
4392,0.254901961,0.064383562,0,0.009604566,0.53811755,0
4664,0.049019608,0.676712329,0,0.001988459,0.303510591,2
2099,0.333333333,0.893150685,0,0.002975796,0.334988658,2
4174,0.725490196,0.031506849,0.118483412,0.063273995,0.48465451,1
4476,0.068627451,0.142465753,0.075829384,0.033112834,0.359960457,1
2795,0.31372549,0.550684932,0.018957346,0.01844752,0.358940166,0
338,0.715686275,0.093150685,0.071090047,0.039197104,0.499818276,1
1502,0.137254902,0.047945205,0.061611374,0.028894682,0.541419855,1
2010,0.333333333,0.101369863,0.071090047,0.072892346,0.440195013,1
919,0.009803922,0.12739726,0,0.005572509,0.248658921,2
4964,0.196078431,0.002739726,0.08056872,0.039956991,0.398887514,1
4626,0.568627451,0.169863014,0.156398104,0.060811684,0.475254842,1
1615,0.137254902,0.004109589,0.142180095,0.047226755,0.424472677,1
2280,0.509803922,0.098630137,0.047393365,0.03141041,0.366933678,1
1274,0.166666667,0.134246575,0.009478673,0.007392104,0.542159458,0
4367,0,0.264383562,0.004739336,0.008605167,0.547346831,0
266,0.156862745,0.601369863,0.004739336,0.012094447,0.191151658,2
4134,0.078431373,0.663013699,0.004739336,0.010619472,0.58557171,0
621,0.284313725,0.009589041,0.118483412,0.079410837,0.419389095,1
209,0.362745098,0.061643836,0.047393365,0.039960438,0.451642395,1
4020,0.362745098,0.004109589,0.289099526,0.118526955,0.507005115,1
4035,0.539215686,0.006849315,0.028436019,0.01587493,0.477020967,0
1561,0.833333333,0.038356164,0.028436019,0.02268118,0.323622143,0
2066,0.81372549,0.021917808,0.085308057,0.075540752,0.407919988,1
924,1,0.350684932,0.052132701,0.039851882,0.419273888,1
1861,0.166666667,0.460273973,0.014218009,0.007548906,0.485253486,2
1377,0.519607843,0.143835616,0.061611374,0.039333229,0.431306966,1
468,0.764705882,0.010958904,0.421800948,0.142803727,0.46836442,1
733,0.87254902,0.27260274,0,0.002930995,0.346574546,2
1014,0.049019608,0.110958904,0.071090047,0.014098413,0.416939111,0
3037,0.156862745,0.006849315,0.028436019,0.037822069,0.470014202,1
518,0.666666667,0.053424658,0.028436019,0.016148904,0.381749542,0
3691,0.009803922,0.134246575,0.018957346,0.008730953,0.384618069,2
4254,0.617647059,0.061643836,0.004739336,0.038623311,0.455070813,1
1100,0.029411765,0.257534247,0.009478673,0.011792904,0.333192258,0
3463,0.088235294,0.554794521,0.004739336,0.008038267,0.178163327,2
132,0.411764706,0.189041096,0.047393365,0.026301415,0.988852249,1
2243,0.519607843,0.123287671,0.014218009,0.011422437,0.329641714,0
388,0.12745098,0.92739726,0,0.003777038,0.296465509,2
1881,0.18627451,0.130136986,0.023696682,0.016445277,0.324530867,0
871,0.068627451,0.073972603,0.009478673,0.003742576,0.545353766,2
4474,0.421568627,0.802739726,0,0.005992946,0.361508484,2
4428,0.205882353,0.263013699,0.014218009,0.007442074,0.32394078,2
1644,0.617647059,0.116438356,0.009478673,0.003528911,0.224697316,2
3703,0.519607843,0.028767123,0.037914692,0.028775788,0.404351344,1
2828,0.068627451,0.738356164,0.004739336,0.008891202,0.229983717,2
4313,0.441176471,0.11369863,0.042654028,0.043172298,0.327578441,1
4513,0.019607843,0.568493151,0,0.013660746,0.083566567,2
2985,0.039215686,0.663013699,0,0.005500139,0.17520991,2
4292,0.215686275,0.183561644,0.047393365,0.025245154,0.399043239,0
2469,0.519607843,0.035616438,0.075829384,0.055554503,0.413988919,1
4101,0.705882353,0.308219178,0.004739336,0.014057059,0.486797277,0
4546,0.578431373,0.330136986,0.009478673,0.00912382,0.612505469,0
1473,0.5,0.015068493,0.345971564,0.129061995,0.499516427,1
3911,0.823529412,0.076712329,0.123222749,0.138873333,0.483775785,1
4169,0.156862745,0.526027397,0,0.009132436,0.450657334,0
822,0.107843137,0.460273973,0,0.003814946,0.633426627,2
85,0.12745098,0.204109589,0,0.034296604,0.475800076,1
3448,0.784313725,0.382191781,0.009478673,0.011262189,0.462052513,0
4293,0.068627451,0.778082192,0,0.008205407,0.413482603,2
1585,0.156862745,0.179452055,0.047393365,0.039038579,0.348244834,1
2248,0.81372549,0.098630137,0.123222749,0.060668667,0.41617227,1
3009,0.196078431,0.001369863,0.037914692,0.010841752,0.482398397,0
4830,0.049019608,0.705479452,0,0.001216509,0.505125946,2
4141,0.333333333,0.208219178,0.033175355,0.023473806,0.396314885,0
3399,0.176470588,0.130136986,0.009478673,0.011562008,0.318888235,2
1071,0.049019608,0.709589041,0,0.007836664,0.312622728,2
1526,0.480392157,0.026027397,0.033175355,0.0214147,0.414894352,0
4025,0.176470588,0.006849315,0.033175355,0.022364129,0.574980873,1
4540,0.480392157,0.11369863,0.014218009,0.010221436,0.413472129,0
449,0.235294118,0.409589041,0,0.004164735,0.328342811,2
4390,0.607843137,0.126027397,0.023696682,0.046215295,0.565140084,1
4499,0.911764706,0.002739726,0.009478673,0.017425721,0.327402738,0
660,0.607843137,0.01369863,0.014218009,0.009408132,0.454520202,0
3207,0.441176471,0.654794521,0,0.002057383,0.503858663,2
982,0.529411765,0.136986301,0.023696682,0.018778356,0.467920018,0
3584,0.068627451,0.008219178,0.023696682,0.016502139,0.76371001,1
4805,0.039215686,0.261643836,0,0.003142936,0.226530182,2
2231,0.264705882,0.643835616,0,0.003692606,0.330182417,2
2843,0.803921569,0.757534247,0,0.006144579,0.193538579,2
2069,0.18627451,0.176712329,0.004739336,0.00841218,0.169100354,2
329,0.274509804,0.443835616,0.071090047,0.04087885,0.34741358,1
2677,0.264705882,0.219178082,0.042654028,0.028286428,0.438405399,1
1851,0.37254902,0.169863014,0.018957346,0.007952112,0.407309045,2
229,0.62745098,0.020547945,0.213270142,0.084950607,0.464143665,1
2064,0.764705882,0.009589041,0.17535545,0.103634193,0.890695443,1
3938,0.421568627,0.019178082,0.137440758,0.06054288,0.379931186,1
23,0.656862745,0.01369863,0.004739336,0.007679862,0.821277817,0
3208,0.264705882,0.023287671,0.004739336,0.00482296,0.361176159,2
485,0.088235294,0.339726027,0.123222749,0.043539319,0.486562199,1
544,0.156862745,0.394520548,0.014218009,0.012731994,0.461736834,0
4085,0.31372549,0.010958904,0.28436019,0.109342826,0.548158071,1
599,0.039215686,0.397260274,0.004739336,0.008127868,0.320617348,2
3383,0.107843137,0.163013699,0.056872038,0.018688755,0.459042436,0
4024,0.235294118,0.571232877,0,0.004123381,0.633426627,2
1049,0.656862745,0.28630137,0,0.01258553,0.325504993,0
3829,0.529411765,0.447945205,0.018957346,0.01077972,0.336543146,2
4968,0.245098039,0.215068493,0.028436019,0.018228687,0.390351009,0
2443,0.911764706,0.006849315,0.170616114,0.058681931,0.422375394,1
4341,0.235294118,0.002739726,0.360189573,0.141802605,0.522491253,1
3755,0.941176471,0.249315068,0.037914692,0.026582281,0.472469469,1
3304,0.058823529,0.268493151,0,0.003048166,0.18841307,2
4815,0.049019608,0.5,0,0.005603525,0.099292767,2
3743,0.705882353,0.110958904,0.061611374,0.030603999,0.487532083,1
4979,0.303921569,0.680821918,0.023696682,0.014370663,0.419935945,0
2384,0.245098039,0.349315068,0.023696682,0.023091278,0.38729879,0
2852,0.009803922,0.54109589,0,0.006144579,0.431811271,2
3178,0.215686275,0.053424658,0.109004739,0.04449047,0.485633504,1
