,L,R,F,M,C
779,32,20,56,65103,1.167142221
780,106,32,80,114222,0.664970058
781,75,24,42,53030,1.431651895
782,27,1,79,103403,0.7339671
783,24,96,30,85368,0.888219942
784,111,12,30,55918,1.3558616190000001
785,86,23,38,100035,0.757393112
786,67,25,49,100244,0.755588065
787,22,1,122,91128,0.83108397
788,108,7,60,99311,0.762068552
789,84,2,86,96033,0.7873670509999999
790,24,235,6,73392,1.03
791,109,24,59,105575,0.7158654040000001
792,72,3,68,85336,0.885546077
793,97,1,62,87492,0.863288072
794,45,72,38,57596,1.30967272
795,54,6,104,99462,0.757270716
796,36,21,45,113659,0.662631116
797,93,1,59,104352,0.721700494
798,50,11,57,95289,0.7899742890000001
799,85,36,58,103107,0.729874305
800,99,11,78,109710,0.685185398
801,13,11,38,55596,1.351954277
802,22,24,91,114600,0.655811606
803,20,1,82,118887,0.631932339
804,65,109,34,66320,1.132759349
805,113,3,54,98038,0.766080091
806,82,38,51,80432,0.933638602
807,97,4,62,91853,0.817490664
808,61,11,101,86102,0.871194513
809,27,3,98,90418,0.82935577
810,28,2,67,99772,0.751497414
811,78,1,58,82250,0.911499088
812,104,10,45,72849,1.028986397
813,69,1,45,77987,0.960536115
814,85,31,38,113467,0.659311165
815,45,5,53,85130,0.878743334
816,39,56,39,57001,1.311457343
817,102,9,51,92227,0.810541273
818,17,9,11,81937,0.912206573
819,97,60,31,52216,1.4311883330000001
820,21,7,51,93929,0.795260889
821,84,7,67,95559,0.78088584
822,97,75,65,95518,0.780413325
823,31,14,22,54730,1.361512333
824,64,1,64,101534,0.733608939
825,93,15,70,117261,0.635178874
826,90,14,73,97885,0.7606702759999999
827,48,25,55,91097,0.8169428190000001
828,56,30,59,88730,0.8379436490000001
829,56,6,63,84128,0.88377199
830,107,6,113,109075,0.681333761
831,93,3,72,60674,1.224716518
832,98,4,122,87871,0.844693244
833,90,3,79,98039,0.7569282629999999
834,22,19,78,81033,0.91528402
835,29,2,78,100891,0.7349542579999999
836,30,42,75,78024,0.9501409820000001
837,97,1,72,103478,0.715944549
838,89,180,45,80074,0.9250694359999999
839,83,107,47,105448,0.7023584140000001
840,50,2,61,57474,1.288559697
841,27,88,10,111277,0.665374696
842,94,14,32,79748,0.9281484179999999
843,73,1,57,92596,0.7992955420000001
844,49,85,58,51359,1.441034872
845,95,20,34,99007,0.7469786979999999
846,79,28,45,108968,0.6786184940000001
847,93,15,66,99380,0.743689072
848,69,11,52,54902,1.3461425809999998
849,109,4,103,126385,0.5845876489999999
850,104,61,61,82229,0.8973846209999999
851,16,2,32,68796,1.071943718
852,21,3,92,81252,0.907426648
853,60,6,58,94789,0.777775797
854,106,1,80,100890,0.73022133
855,101,8,46,82198,0.8951384459999999
856,34,14,85,96524,0.762113878
857,17,53,15,87979,0.8357346640000001
858,63,26,55,53082,1.38513677
859,111,9,70,90676,0.8107778240000001
860,51,4,84,88600,0.828726975
861,100,5,85,94910,0.7733566540000001
862,62,8,51,103334,0.710294095
863,89,5,66,87096,0.842461652
864,31,30,13,75939,0.9659100070000001
865,50,6,85,87222,0.8405888420000001
866,109,11,83,84586,0.866116497
867,94,6,89,76929,0.952323571
868,44,4,85,88084,0.829060102
869,78,20,53,100834,0.724125295
870,30,1,92,93608,0.7794460940000001
871,57,15,54,73594,0.991353507
872,39,6,78,92961,0.7846618470000001
873,96,5,45,94176,0.77380288
874,53,21,57,96770,0.752291723
875,48,18,44,94505,0.770116925
876,86,1,78,97688,0.744750123
877,46,13,91,94399,0.770311126
878,28,4,56,99083,0.7335225009999999
879,70,4,44,69243,1.048949208
880,84,7,72,92591,0.784232377
881,21,287,49,81119,0.894173991
882,23,1,37,107668,0.67363915
883,17,4,88,94053,0.7709061909999999
884,83,9,84,101344,0.715400813
885,100,4,60,107228,0.676071828
886,21,3,9,91224,0.794444444
887,19,151,11,95158,0.7609997059999999
888,97,10,33,94251,0.76655558
889,103,46,72,108362,0.666644027
890,98,29,38,57045,1.2653776840000002
891,20,130,27,72382,0.9970661209999999
892,41,8,35,71526,1.008923608
893,105,5,84,94699,0.760778361
894,23,31,27,83430,0.8632206640000001
895,43,87,55,91229,0.789220204
896,94,2,25,60909,1.181765256
897,99,76,24,104992,0.685569377
898,28,404,48,109680,0.65625
899,49,7,65,85774,0.838990253
900,87,5,67,107942,0.666477923
901,73,44,37,96596,0.744337447
902,38,5,68,49054,1.464808986
903,34,15,75,94885,0.756962955
904,92,10,78,95712,0.749861982
905,67,18,29,93670,0.766206897
906,54,4,61,91722,0.78226347
907,37,1,110,94212,0.761354286
908,84,67,26,50464,1.4205865569999998
909,108,7,62,82613,0.867230581
910,108,29,61,97269,0.7364044040000001
911,90,9,62,103017,0.695298834
912,77,9,28,48681,1.4704897190000001
913,94,7,67,105406,0.678681764
914,90,18,79,79187,0.902894036
915,114,4,26,74707,0.956791465
916,91,20,60,79936,0.893743995
917,73,25,47,85104,0.839405903
918,43,22,47,93009,0.767970626
919,108,6,47,69445,1.0275776509999999
920,62,5,52,50564,1.410842497
921,18,19,12,86872,0.8210383090000001
922,82,12,47,55930,1.275212587
923,30,14,64,95009,0.7506681470000001
924,21,86,11,79822,0.892701511
925,69,8,49,95617,0.7450367609999999
926,78,7,43,76616,0.929799128
927,89,8,59,93989,0.7578648570000001
928,85,3,89,97760,0.728606997
929,111,39,50,66551,1.070130276
930,65,2,60,59525,1.19527963
931,35,12,50,86754,0.820040344
932,48,4,60,102459,0.694059575
933,72,6,67,94955,0.7487699440000001
934,52,5,40,56236,1.264161391
935,71,2,46,51348,1.38430046
936,32,4,82,83895,0.847254187
937,95,34,56,91642,0.7756107459999999
938,46,27,9,110088,0.645555556
939,80,148,28,48738,1.457490254
940,49,30,65,105426,0.6734283759999999
941,16,14,39,57173,1.241211236
942,63,5,63,90448,0.7843940159999999
943,54,72,17,60715,1.166852837
944,47,27,8,75179,0.942246505
945,107,3,84,110523,0.640647015
946,77,18,37,90444,0.7828232940000001
947,79,29,80,100267,0.7060982179999999
948,90,3,45,82181,0.8610738490000001
949,25,14,93,83778,0.84441154
950,73,21,44,51657,1.369228759
951,89,2,69,84501,0.8358346059999999
952,57,20,82,97301,0.725362843
953,86,1,78,88944,0.7927240740000001
954,55,3,69,98985,0.712019397
955,92,19,84,92064,0.765469565
956,78,1,64,104064,0.676593058
957,64,2,87,99343,0.707182388
958,46,9,36,103715,0.677307911
959,75,31,58,93874,0.7480802990000001
960,51,4,45,89241,0.786511917
961,36,3,78,82663,0.84868599
962,35,58,51,70410,0.9960274109999999
963,72,6,81,94452,0.74244971
964,75,1,67,86831,0.807476938
965,95,12,83,93223,0.751684992
966,90,48,38,79321,0.88335611
967,43,4,47,79014,0.886655909
968,99,74,75,94837,0.738562797
969,26,7,50,91158,0.7679431320000001
970,56,5,43,96346,0.726250389
971,102,2,103,98576,0.709802487
972,94,16,53,58456,1.196730703
973,73,13,59,106818,0.65477251
974,40,220,40,84144,0.831087778
975,39,5,92,90054,0.776382171
976,63,85,23,97363,0.718099175
977,38,18,74,75406,0.925861603
978,32,117,31,48504,1.439048326
979,80,5,66,104974,0.6636847220000001
980,74,1,114,106887,0.651210811
981,30,44,8,97856,0.71
982,82,7,74,87556,0.793000365
983,47,12,74,95970,0.723339585
984,66,48,45,93363,0.74342941
985,79,38,19,67361,1.0297544570000001
986,52,22,51,49694,1.395562442
987,106,87,9,64966,1.066327925
988,30,11,53,70959,0.976189208
989,37,10,63,89864,0.770572087
990,95,32,27,49859,1.388584408
991,57,9,39,101074,0.684744247
992,113,2,82,98222,0.704230722
993,79,40,52,99663,0.6938930190000001
994,63,4,60,95528,0.72390922
995,24,21,15,102029,0.677207167
996,83,119,64,86680,0.796799954
997,102,4,128,122933,0.561786827
998,41,17,21,58554,1.179136865
999,95,81,49,74209,0.9294625990000001
1000,20,6,68,95591,0.7215020240000001
1001,97,14,52,89362,0.771647904
1002,109,2,66,91139,0.756303449
1003,73,25,43,56979,1.208202145
1004,37,18,79,102497,0.671539069
1005,92,7,88,95204,0.7228046090000001
1006,95,7,62,84141,0.817781462
1007,97,4,76,106316,0.646832085
1008,58,9,61,93582,0.734644483
1009,104,69,63,108742,0.63222306
1010,88,13,99,89194,0.770776846
1011,85,6,59,96721,0.710553034
1012,97,3,35,84602,0.8123133020000001
1013,78,25,93,93800,0.73240629
1014,38,6,55,86833,0.7908684490000001
1015,25,24,50,86748,0.791493983
1016,23,16,83,119272,0.575621269
1017,42,4,54,87334,0.7857932759999999
1018,81,28,67,99876,0.686488346
1019,37,92,44,78334,0.8720875990000001
1020,27,1,71,83498,0.8177744379999999
1021,54,77,8,97856,0.6975
1022,109,8,67,107343,0.6357259439999999
1023,75,14,66,95500,0.714466492
1024,26,5,37,49165,1.3865882230000002
1025,80,2,45,64879,1.050657223
1026,72,2,88,82559,0.825079034
1027,70,7,74,87838,0.77524067
1028,88,97,55,83607,0.814324997
1029,91,2,63,90250,0.7542840999999999
1030,63,1,96,106628,0.638373879
1031,23,9,63,82060,0.82876639
1032,80,4,66,86473,0.7864642140000001
1033,84,25,65,92968,0.7314930940000001
1034,14,175,9,89386,0.760529166
1035,86,28,24,58285,1.166275543
1036,101,18,38,47103,1.4430961930000001
1037,24,11,75,104980,0.6472666220000001
1038,65,3,42,82833,0.819982012
1039,101,18,48,76188,0.890162362
1040,44,3,84,79768,0.8483582390000001
1041,97,9,48,103296,0.655015683
1042,97,1,38,90002,0.751680518
1043,58,14,41,77675,0.870894754
1044,53,20,59,80922,0.8352330640000001
1045,104,15,50,89808,0.751963299
1046,87,7,98,93582,0.7206628409999999
1047,55,9,70,72324,0.932417455
1048,72,15,53,75761,0.8900197990000001
1049,69,112,23,47595,1.416268936
1050,33,4,60,88340,0.762685873
1051,55,36,34,84475,0.797343238
1052,29,16,46,97431,0.690650512
1053,85,3,66,96751,0.695424233
1054,105,22,64,89491,0.7517455390000001
1055,88,6,58,49869,1.349008201
1056,64,12,97,115517,0.582283647
1057,32,61,50,83383,0.8066655070000001
1058,28,4,73,107221,0.62728915
1059,95,2,63,101041,0.665195416
1060,67,2,55,101325,0.663082359
1061,24,13,83,101114,0.664267955
1062,34,5,37,80277,0.8366723970000001
1063,20,11,54,59159,1.134827161
1064,46,94,56,73248,0.91625
1065,78,5,54,80811,0.830013488
1066,53,5,77,94466,0.7099307690000001
1067,108,263,17,90438,0.741289723
1068,58,3,61,99005,0.676810666
1069,23,27,24,75020,0.8923636359999999
1070,93,68,25,77593,0.862744191
1071,112,2,75,91756,0.7291747679999999
1072,41,3,62,87570,0.7639901790000001
1073,86,6,8,81088,0.825
1074,27,27,47,108535,0.61626093
1075,27,5,77,51017,1.310647431
1076,86,16,93,78812,0.847757067
1077,37,2,45,53533,1.247749239
1078,63,16,84,92563,0.721065869
1079,83,6,42,74786,0.892427995
1080,95,4,31,53936,1.236860909
1081,109,1,62,87482,0.7623050459999999
1082,80,3,27,46587,1.431428295
1083,111,2,65,88117,0.7564273640000001
1084,40,3,60,90460,0.7367836609999999
1085,32,21,33,83267,0.800237669
1086,43,437,31,110216,0.60440544
1087,82,18,54,88445,0.752916615
1088,96,5,42,95736,0.695375825
1089,88,6,69,74659,0.891297365
1090,56,7,62,87599,0.7595434879999999
1091,81,16,57,96789,0.6873007259999999
1092,17,5,68,89790,0.74069863
1093,17,1,128,98649,0.6740434270000001
1094,72,7,76,86218,0.7711289990000001
1095,23,6,67,103410,0.642522193
1096,96,14,56,87501,0.7590530390000001
1097,55,52,63,86986,0.7634627409999999
1098,80,9,56,97831,0.678767262
1099,110,1,76,94455,0.7028135090000001
1100,58,22,31,82520,0.804163718
1101,83,6,70,88915,0.746303211
1102,35,66,40,89451,0.741461247
1103,43,7,86,81293,0.815594824
1104,26,30,8,97856,0.6775
1105,54,2,38,74979,0.884175169
1106,93,10,75,82533,0.8032435509999999
1107,31,32,28,58744,1.128214286
1108,29,3,58,92630,0.715125553
1109,47,6,56,94125,0.703703373
1110,26,7,66,104688,0.632428741
1111,57,3,60,85396,0.774692023
1112,85,3,108,76956,0.8595644259999999
1113,114,28,10,111243,0.594440819
1114,21,50,21,85913,0.7695947059999999
1115,47,31,17,67111,0.985147442
1116,39,4,71,78274,0.844210977
1117,51,1,83,98330,0.6719452859999999
1118,80,60,42,96446,0.684900773
1119,46,25,62,88828,0.7436010040000001
1120,18,23,32,118596,0.556829741
1121,74,2,59,82148,0.803856089
1122,99,6,45,75513,0.874336472
1123,103,2,62,65751,1.00370367
1124,60,51,61,96606,0.68244726
1125,101,2,60,94677,0.69633966
1126,81,107,25,99217,0.664036304
1127,40,1,103,94561,0.6964352109999999
1128,96,34,64,80426,0.818625942
1129,28,8,66,79955,0.822299043
1130,57,17,53,55075,1.193531729
1131,44,144,71,81869,0.802114353
1132,82,6,43,53080,1.237156745
1133,56,10,71,84420,0.77772471
1134,18,9,48,78464,0.836235471
1135,32,9,60,82184,0.798367322
1136,25,2,34,84604,0.775308023
1137,22,3,49,78459,0.835948457
1138,39,2,43,93727,0.6997169440000001
1139,91,35,57,90166,0.726836612
1140,111,4,81,91228,0.718119985
1141,111,17,66,87963,0.7447026590000001
1142,80,9,33,84484,0.7748500309999999
1143,84,20,55,103053,0.635123674
1144,98,107,10,89033,0.7347814859999999
1145,76,67,10,100784,0.6489639229999999
1146,28,30,34,87913,0.7438075140000001
1147,107,7,39,81039,0.804813608
1148,94,10,50,96270,0.6773808040000001
1149,33,3,60,96998,0.6712497159999999
1150,81,2,116,83165,0.782612517
1151,42,217,32,46488,1.400029255
1152,46,1,74,99702,0.652215703
1153,37,6,13,77042,0.844045975
1154,30,14,50,95085,0.6834599570000001
1155,78,16,71,91365,0.7112315440000001
1156,41,49,51,86803,0.748592215
1157,112,12,63,91024,0.713542692
1158,66,63,40,52906,1.227439421
1159,102,2,34,47751,1.35951645
1160,84,11,45,80817,0.8032229609999999
1161,71,39,11,89648,0.724004216
1162,73,2,39,83889,0.7726835459999999
1163,113,1,101,82033,0.7897719209999999
1164,90,71,10,98764,0.655965331
1165,95,2,45,90950,0.7120016490000001
1166,65,35,46,88065,0.735062056
1167,100,3,82,87360,0.7409887820000001
1168,107,15,61,98900,0.654428514
1169,82,6,30,83790,0.772333333
1170,64,1,97,93299,0.6935350859999999
1171,104,4,88,87325,0.740870083
1172,32,19,18,94550,0.6838852459999999
1173,81,65,43,99065,0.652629385
1174,37,1,81,84659,0.763417239
1175,37,28,25,84429,0.765015931
1176,105,6,13,98379,0.65643674
1177,77,42,71,76605,0.842243326
1178,90,9,91,83244,0.774857888
1179,68,1,76,74101,0.870106206
1180,55,11,48,93831,0.68701783
1181,39,6,9,110088,0.585555556
1182,21,3,59,98344,0.655315017
1183,96,57,28,80963,0.795878735
1184,18,23,26,50024,1.28795738
1185,92,289,18,94161,0.684170092
1186,65,57,23,47238,1.363048817
1187,25,15,89,96608,0.6664313510000001
1188,22,1,43,93049,0.69179658
1189,16,224,7,62686,1.026835338
1190,40,68,25,44870,1.433750836
1191,20,14,59,86620,0.742177442
1192,95,5,53,86686,0.741590338
1193,87,12,56,80865,0.794874297
1194,111,90,35,55938,1.1490632490000001
1195,90,12,51,53198,1.207902929
1196,90,5,51,84896,0.75665261
1197,105,255,5,61160,1.05
1198,91,13,39,49396,1.299550976
1199,95,65,15,65979,0.9722899709999999
1200,92,11,63,85096,0.7538277940000001
1201,106,5,52,56462,1.1353775990000001
1202,78,4,73,78754,0.81388666
1203,31,4,26,47873,1.337733378
1204,93,11,57,80646,0.7940450859999999
1205,108,2,77,90123,0.710465253
1206,79,6,71,83712,0.764650707
1207,103,2,95,74066,0.862945346
1208,20,5,40,69761,0.916007655
1209,98,5,73,95647,0.668030362
1210,101,131,43,85974,0.743074883
1211,50,8,25,52450,1.2176
1212,99,47,63,80675,0.791293957
1213,34,4,49,75477,0.845687295
1214,91,22,46,89271,0.714593877
1215,32,2,59,80541,0.791726947
1216,21,38,9,91224,0.698888889
1217,102,2,81,75182,0.847747732
1218,16,87,7,85624,0.7442857140000001
1219,34,2,75,60283,1.056982731
1220,34,4,107,79501,0.801270927
1221,23,1,73,80241,0.7936877659999999
1222,71,4,65,96693,0.658601864
1223,85,3,76,71746,0.886963733
1224,40,32,64,93264,0.682162356
1225,82,24,34,95000,0.669690526
1226,15,32,67,89045,0.714236622
1227,111,57,39,56993,1.1158591409999998
1228,108,44,28,43915,1.447174086
1229,76,24,71,88022,0.721764104
1230,40,28,12,85695,0.741325632
1231,66,6,54,80475,0.789281267
1232,53,13,50,47419,1.339272022
1233,73,18,63,90508,0.701515115
1234,41,16,47,95635,0.663811052
1235,95,7,52,88665,0.7158285679999999
1236,22,4,30,43997,1.4425556290000001
1237,81,26,50,79538,0.7968496820000001
1238,52,7,67,115950,0.546489866
1239,37,33,51,79381,0.798170595
1240,83,70,75,77582,0.816596247
1241,88,10,61,98657,0.641866669
1242,52,123,6,62259,1.017113992
1243,94,5,72,90317,0.701083628
1244,63,14,77,86916,0.72837993
1245,46,74,19,50352,1.256990983
1246,99,4,46,81221,0.779039657
1247,80,1,49,76772,0.8236952270000001
1248,30,5,93,78991,0.8000583609999999
1249,79,45,29,93643,0.67474611
1250,67,15,49,93195,0.677956972
1251,18,11,62,83902,0.75303485
1252,86,8,36,77225,0.817882551
1253,43,13,78,80399,0.785563626
1254,42,90,20,89005,0.709340599
1255,27,33,36,53142,1.187838997
1256,94,41,11,84655,0.7455329279999999
1257,98,8,54,77036,0.819158575
1258,84,28,33,43164,1.4618181819999998
1259,93,31,35,45965,1.3726352659999999
1260,92,104,44,68873,0.915871241
1261,75,5,48,80586,0.782426848
1262,34,345,9,67245,0.937580192
1263,57,1,49,75716,0.832198082
1264,71,9,55,88604,0.711070945
1265,14,5,19,48560,1.297306219
1266,34,86,5,61160,1.03
1267,35,1,82,86882,0.724723993
1268,81,22,40,99177,0.634788005
1269,94,4,81,85753,0.734077525
1270,106,3,61,99202,0.634378944
1271,95,5,54,88586,0.710252297
1272,73,100,7,85624,0.7342857140000001
1273,70,31,40,70631,0.889793009
1274,53,12,62,81546,0.770479116
1275,82,17,48,48815,1.286855884
1276,34,18,52,73187,0.8582962820000001
1277,109,2,42,56487,1.1109582740000001
1278,60,20,42,80686,0.776964157
1279,94,11,69,89629,0.699150052
1280,40,130,26,43810,1.428440995
1281,47,2,71,76572,0.816414747
1282,113,15,58,94925,0.6580753229999999
1283,54,230,13,79971,0.7798879590000001
1284,104,5,42,61051,1.021400632
1285,39,23,37,75552,0.824821977
1286,62,10,82,90889,0.6853246270000001
1287,69,9,75,100319,0.620769346
1288,39,144,31,42750,1.455932164
1289,109,6,49,95380,0.652557664
1290,70,39,41,82668,0.7525508059999999
1291,20,11,70,80023,0.7767253159999999
1292,58,21,70,83798,0.74161054
1293,55,10,59,70841,0.8765782529999999
1294,81,2,41,43296,1.433718588
1295,105,2,80,63090,0.9836628629999999
1296,18,26,44,82596,0.751008887
1297,51,77,34,78078,0.7944558009999999
1298,112,27,35,74052,0.8373972340000001
1299,96,9,60,73500,0.842998503
1300,52,11,54,79706,0.7773350809999999
1301,36,6,46,87839,0.705171165
1302,79,37,51,52044,1.188997963
1303,105,10,65,78842,0.784764846
1304,113,35,60,104351,0.592701939
1305,39,78,49,56791,1.089030304
1306,87,20,53,83213,0.7429943640000001
1307,72,3,62,80734,0.765801273
1308,15,214,47,101838,0.607049628
1309,114,66,37,62604,0.9871207909999999
1310,51,33,49,86330,0.715697788
1311,95,16,40,80889,0.763638443
1312,33,7,47,80833,0.7639381190000001
1313,19,1,51,81466,0.7577202759999999
1314,36,2,63,90863,0.678944235
1315,42,5,58,84039,0.734023251
1316,72,3,57,83010,0.7429861459999999
1317,43,25,79,90194,0.6837351709999999
1318,98,5,64,81662,0.754111215
1319,90,24,42,45445,1.3550815269999998
1320,56,7,71,79337,0.7760737109999999
1321,90,21,34,91793,0.670704084
1322,33,6,58,65833,0.935059924
1323,63,12,75,75269,0.817348709
1324,106,1,35,54134,1.136308789
1325,22,1,28,79765,0.771087319
1326,86,3,49,89006,0.690976788
1327,98,2,10,83564,0.73567936
1328,38,32,58,90921,0.676096501
1329,107,17,34,102881,0.5974340260000001
1330,30,10,32,42050,1.46025874
1331,60,57,14,86722,0.70785314
1332,79,11,87,71979,0.852811931
1333,54,12,54,71954,0.8527599579999999
1334,79,67,20,83302,0.73654354
1335,18,120,30,46508,1.316232906
1336,82,26,36,47888,1.277978826
1337,36,8,46,85335,0.717079276
1338,31,220,53,45414,1.3469756019999999
1339,14,8,15,97250,0.628571517
1340,44,6,95,76026,0.803118801
1341,97,49,52,75015,0.813926148
1342,72,6,64,94526,0.645575291
1343,30,5,38,85034,0.7174053909999999
1344,113,461,51,67167,0.9082317209999999
1345,31,8,48,78489,0.776952312
1346,63,16,65,73962,0.824283416
1347,90,5,55,72751,0.8373704829999999
